customer_id,email,full_name,country,created_at,updated_at,marketing_opt_in
CUST0032,user32@example.com,User 32  ,US,2023-04-14 23:31:33,26/01/2023 16:55,N
CUST0033,,User 33  ,USA,2023-12-07 08:20:17,06/10/2023 19:26,true
CUST0034,user34@example.com,User 34  ,UAE,2023-09-12 13:07:52,13/07/2023 21:10,false
CUST0035,user35@example.com,User 35  ,DE,2023-06-28 04:48:33,25/02/2023 11:39,true
CUST0036,user36@example.com,User 36  ,UAE,2023-04-06 18:44:05,17/10/2023 07:48,1
CUST0037,user37@example.com,User 37  ,USA,2023-04-13 00:55:45,18/10/2023 02:40,1
CUST0038,user38@example.com,User 38  ,US,2023-12-15 16:18:56,15/08/2023 14:55,false
CUST0039,user39@example.com,User 39  ,United Arab Emirates,2023-03-27 04:13:03,23/02/2023 17:20,1
CUST0040,USER40@EXAMPLE.COM,User 40  ,US,2023-02-05 07:20:13,21/10/2023 12:24,Y
CUST0041,user41@example.com,User 41  ,Germany,2023-02-12 14:00:14,01/03/2023 08:35,0
CUST0042,user42@example.com,User 42  ,UAE,2023-11-04 14:42:53,22/09/2023 06:32,false
CUST0043,user43@example.com,User 43  ,USA,2023-01-25 16:07:16,30/05/2023 10:17,false
CUST0044,user44@example.com,User 44  ,USA,2023-07-01 18:32:28,25/07/2023 11:42,true
CUST0045,user45@example.com,User 45  ,USA,2023-12-01 07:02:53,,Y
CUST0046,user46@example.com,User 46  ,DE,2023-10-07 21:36:51,14/02/2023 11:41,0
CUST0047,user47@example.com,User 47  ,USA,2023-10-19 14:41:18,14/04/2023 14:59,0
CUST0048,user48@example.com,User 48  ,United Arab Emirates,2023-02-13 07:44:29,24/04/2023 23:37,false
CUST0049,user49@example.com,User 49  ,UAE,2023-06-26 05:00:41,02/01/2023 06:14,0
CUST0050,user50@example.com,User 50  ,DE,2023-04-13 06:57:49,14/07/2023 09:48,N
CUST0051,user51@example.com,User 51  ,USA,2023-12-21 10:18:28,11/02/2023 07:49,0
CUST0052,user52@example.com,User 52  ,United Arab Emirates,2023-11-23 20:55:36,06/09/2023 03:26,1
CUST0053,user53@example.com,User 53  ,USA,2023-03-19 05:59:09,01/03/2023 08:33,true
CUST0054,user54@example.com,User 54  ,Germany,2023-03-04 17:44:46,29/07/2023 11:22,1
CUST0055,user55@example.com,User 55  ,AE,2023-08-21 14:34:05,06/05/2023 21:21,false
CUST0056,user56@example.com,User 56  ,AE,2023-02-13 10:40:57,27/12/2023 19:49,true
CUST0057,user57@example.com,User 57  ,Germany,2023-11-10 07:41:10,30/04/2023 10:14,N
CUST0058,user58@example.com,User 58  ,AE,2023-04-04 13:05:09,07/12/2023 23:38,1
CUST0059,user59@example.com,User 59  ,AE,2023-02-03 06:20:52,12/10/2023 05:52,false
CUST0060,USER60@EXAMPLE.COM,User 60  ,Germany,2023-01-27 21:06:26,,1
CUST0061,user61@example.com,User 61  ,Germany,2023-02-18 20:10:22,19/02/2023 20:41,0
CUST0062,user62@example.com,User 62  ,US,2023-08-02 12:32:27,06/03/2023 03:05,true
CUST0063,user63@example.com,User 63  ,USA,2023-12-05 19:39:55,24/08/2023 13:51,false
CUST0064,user64@example.com,User 64  ,UAE,2023-12-27 18:06:04,29/07/2023 10:36,0
CUST0065,user65@example.com,User 65  ,DE,2023-03-20 02:51:49,04/10/2023 21:09,true
CUST0066,,User 66  ,US,2023-09-18 20:34:34,10/09/2023 09:18,true
CUST0067,user67@example.com,User 67  ,US,2023-12-16 09:00:39,21/07/2023 00:09,false
CUST0068,user68@example.com,User 68  ,AE,2023-04-07 06:38:52,29/03/2023 06:19,Y
CUST0069,user69@example.com,User 69  ,United Arab Emirates,2023-01-09 04:03:12,17/08/2023 11:26,1
CUST0070,user70@example.com,User 70  ,UAE,2023-08-17 12:39:33,27/03/2023 12:34,Y
CUST0071,user71@example.com,User 71  ,AE,2023-10-02 21:33:20,03/09/2023 02:18,Y
CUST0072,user72@example.com,User 72  ,UAE,2023-01-27 04:12:59,18/12/2023 15:07,Y
CUST0073,user73@example.com,User 73  ,Germany,2023-05-09 07:49:00,28/01/2023 12:26,1
CUST0074,user74@example.com,User 74  ,UAE,2023-04-19 03:35:46,17/09/2023 19:19,false
CUST0075,user75@example.com,User 75  ,UAE,2023-07-29 10:01:28,,N
CUST0076,user76@example.com,User 76  ,DE,2023-12-30 07:37:28,09/12/2023 16:24,1
CUST0077,user77@example.com,User 77  ,USA,2023-07-03 13:36:47,05/04/2023 08:53,false
CUST0078,user78@example.com,User 78  ,Germany,2023-06-08 02:04:25,15/03/2023 22:44,Y
CUST0079,user79@example.com,User 79  ,AE,2023-09-13 22:09:51,17/06/2023 09:41,true
CUST0080,USER80@EXAMPLE.COM,User 80  ,US,2023-06-09 15:45:03,01/07/2023 08:59,0
CUST0081,user81@example.com,User 81  ,AE,2023-09-19 12:12:44,11/09/2023 18:38,0
CUST0082,user82@example.com,User 82  ,AE,2023-01-24 12:57:03,06/06/2023 08:42,0
CUST0083,user83@example.com,User 83  ,United Arab Emirates,2023-11-07 22:03:46,01/12/2023 15:22,Y
CUST0084,user84@example.com,User 84  ,UAE,2023-03-16 09:44:56,15/03/2023 20:52,1
CUST0085,user85@example.com,User 85  ,US,2023-02-24 10:35:37,13/06/2023 20:13,N
CUST0086,user86@example.com,User 86  ,United Arab Emirates,2023-06-29 16:00:22,08/04/2023 00:21,Y
CUST0087,user87@example.com,User 87  ,US,2023-11-10 19:18:47,01/12/2023 12:21,1
CUST0088,user88@example.com,User 88  ,AE,2023-01-20 15:31:02,11/09/2023 06:25,1
CUST0089,user89@example.com,User 89  ,Germany,2023-01-06 17:33:11,06/02/2023 05:16,N
CUST0090,user90@example.com,User 90  ,UAE,2023-06-07 20:03:12,,false
CUST0091,user91@example.com,User 91  ,US,2023-03-25 00:16:09,02/12/2023 19:07,false
CUST0092,user92@example.com,User 92  ,AE,2023-03-05 22:31:45,28/05/2023 04:17,Y
CUST0093,user93@example.com,User 93  ,US,2023-04-13 23:52:17,26/12/2023 19:46,false
CUST0094,user94@example.com,User 94  ,United Arab Emirates,2023-06-14 06:42:55,28/09/2023 12:42,0
CUST0095,user95@example.com,User 95  ,Germany,2023-08-04 20:08:10,15/09/2023 01:05,0
CUST0096,user96@example.com,User 96  ,US,2023-03-02 02:48:39,15/03/2023 17:58,true
CUST0097,user97@example.com,User 97  ,UAE,2023-01-23 17:06:13,13/08/2023 22:21,0
CUST0098,user98@example.com,User 98  ,USA,2023-01-24 16:09:56,18/10/2023 11:38,true
CUST0099,,User 99  ,AE,2023-01-20 11:21:37,15/08/2023 20:55,false
CUST0100,USER100@EXAMPLE.COM,User 100  ,USA,2023-12-24 01:18:32,28/11/2023 03:55,1
CUST0101,user101@example.com,User 101  ,UAE,2023-01-23 02:09:21,17/07/2023 05:18,Y
CUST0102,user102@example.com,User 102  ,Germany,2023-03-14 04:00:51,27/01/2023 14:39,1
CUST0103,user103@example.com,User 103  ,AE,2023-09-20 05:26:13,01/12/2023 16:44,N
CUST0104,user104@example.com,User 104  ,US,2023-02-16 13:25:27,12/12/2023 18:04,1
CUST0105,user105@example.com,User 105  ,UAE,2023-08-13 19:55:00,,1
CUST0106,user106@example.com,User 106  ,AE,2023-08-29 13:03:14,01/02/2023 20:08,false
CUST0107,user107@example.com,User 107  ,DE,2023-08-15 16:13:12,08/08/2023 12:17,1
CUST0108,user108@example.com,User 108  ,United Arab Emirates,2023-12-30 00:05:37,12/04/2023 06:30,N
CUST0109,user109@example.com,User 109  ,DE,2023-10-06 03:23:29,03/05/2023 00:24,N
CUST0110,user110@example.com,User 110  ,United Arab Emirates,2023-06-03 16:59:29,20/02/2023 19:52,0
CUST0111,user111@example.com,User 111  ,DE,2023-04-27 12:10:31,27/06/2023 13:38,true
CUST0112,user112@example.com,User 112  ,Germany,2023-12-30 09:40:32,29/01/2023 04:09,Y
CUST0113,user113@example.com,User 113  ,US,2023-08-30 05:37:25,07/08/2023 15:28,Y
CUST0114,user114@example.com,User 114  ,AE,2023-07-28 19:06:57,24/03/2023 18:44,1
CUST0115,user115@example.com,User 115  ,United Arab Emirates,2023-02-21 10:35:04,29/12/2023 10:36,true
CUST0116,user116@example.com,User 116  ,AE,2023-12-08 11:23:33,05/04/2023 20:53,true
CUST0117,user117@example.com,User 117  ,United Arab Emirates,2023-03-03 06:18:25,20/06/2023 04:10,1
CUST0118,user118@example.com,User 118  ,DE,2023-04-28 11:39:50,26/08/2023 13:14,0
CUST0119,user119@example.com,User 119  ,USA,2023-01-04 00:54:59,17/09/2023 08:56,1
CUST0120,USER120@EXAMPLE.COM,User 120  ,United Arab Emirates,2023-12-28 20:35:44,,0
CUST0121,user121@example.com,User 121  ,AE,2023-12-08 00:44:11,22/02/2023 03:41,true
CUST0122,user122@example.com,User 122  ,AE,2023-12-12 12:43:24,11/02/2023 13:38,0
CUST0123,user123@example.com,User 123  ,USA,2023-03-02 08:52:46,16/04/2023 18:28,true
CUST0124,user124@example.com,User 124  ,USA,2023-03-23 19:12:38,06/10/2023 16:37,true
CUST0125,user125@example.com,User 125  ,UAE,2023-09-24 23:56:15,04/09/2023 07:31,true
CUST0126,user126@example.com,User 126  ,USA,2023-07-09 17:26:48,08/04/2023 12:37,Y
CUST0127,user127@example.com,User 127  ,AE,2023-09-04 07:57:34,14/06/2023 12:00,true
CUST0128,user128@example.com,User 128  ,AE,2023-01-02 09:02:53,10/05/2023 12:58,N
CUST0129,user129@example.com,User 129  ,DE,2023-04-12 17:36:00,04/03/2023 18:03,0
CUST0130,user130@example.com,User 130  ,US,2023-08-03 06:02:03,02/10/2023 01:17,false
CUST0131,user131@example.com,User 131  ,USA,2023-01-04 18:07:41,13/02/2023 10:44,Y
CUST0132,,User 132  ,DE,2023-12-18 01:13:29,27/02/2023 21:17,1
CUST0133,user133@example.com,User 133  ,AE,2023-11-21 02:59:21,24/05/2023 09:20,1
CUST0134,user134@example.com,User 134  ,USA,2023-02-27 12:20:02,16/06/2023 21:54,N
CUST0135,user135@example.com,User 135  ,AE,2023-04-30 17:10:33,,true
CUST0136,user136@example.com,User 136  ,Germany,2023-12-01 06:19:46,16/01/2023 11:50,true
CUST0137,user137@example.com,User 137  ,UAE,2023-09-22 21:19:20,07/04/2023 21:47,0
CUST0138,user138@example.com,User 138  ,AE,2023-05-18 08:31:25,30/10/2023 23:12,1
CUST0139,user139@example.com,User 139  ,Germany,2023-06-07 19:42:42,30/08/2023 00:59,0
CUST0140,USER140@EXAMPLE.COM,User 140  ,UAE,2023-12-26 12:44:39,28/12/2023 03:07,N
CUST0141,user141@example.com,User 141  ,Germany,2023-03-05 02:37:34,07/11/2023 15:29,N
CUST0142,user142@example.com,User 142  ,US,2023-01-10 15:01:32,11/03/2023 15:45,0
CUST0143,user143@example.com,User 143  ,United Arab Emirates,2023-10-31 20:22:14,28/12/2023 11:49,false
CUST0144,user144@example.com,User 144  ,Germany,2023-09-18 03:59:13,02/12/2023 13:39,0
CUST0145,user145@example.com,User 145  ,Germany,2023-04-07 09:05:10,14/04/2023 14:48,N
CUST0146,user146@example.com,User 146  ,Germany,2023-09-30 08:23:11,11/02/2023 23:31,false
CUST0147,user147@example.com,User 147  ,Germany,2023-01-16 00:56:22,30/11/2023 10:40,false
CUST0148,user148@example.com,User 148  ,UAE,2023-03-19 12:09:12,14/11/2023 03:08,false
CUST0149,user149@example.com,User 149  ,United Arab Emirates,2023-04-29 12:35:06,15/11/2023 15:57,N
CUST0150,user150@example.com,User 150  ,UAE,2023-01-10 04:34:06,,0
CUST0151,user151@example.com,User 151  ,UAE,2023-06-04 17:58:19,08/05/2023 11:37,true
CUST0152,user152@example.com,User 152  ,Germany,2023-01-27 23:02:53,28/10/2023 07:55,true
CUST0153,user153@example.com,User 153  ,United Arab Emirates,2023-09-07 03:02:35,17/07/2023 20:00,false
CUST0154,user154@example.com,User 154  ,DE,2023-11-24 15:29:31,28/07/2023 05:53,true
CUST0155,user155@example.com,User 155  ,AE,2023-02-14 19:03:46,07/12/2023 14:35,true
CUST0156,user156@example.com,User 156  ,UAE,2023-08-14 11:29:18,14/04/2023 02:19,Y
CUST0157,user157@example.com,User 157  ,AE,2023-08-20 16:26:49,18/06/2023 18:25,true
CUST0158,user158@example.com,User 158  ,DE,2023-11-02 10:02:30,02/05/2023 19:41,false
CUST0159,user159@example.com,User 159  ,USA,2023-07-18 14:48:30,14/02/2023 21:53,false
CUST0160,USER160@EXAMPLE.COM,User 160  ,USA,2023-03-15 19:39:45,09/04/2023 22:11,Y
CUST0161,user161@example.com,User 161  ,DE,2023-06-19 08:21:02,01/01/2023 15:45,1
CUST0162,user162@example.com,User 162  ,Germany,2023-07-29 02:44:10,24/09/2023 17:58,0
CUST0163,user163@example.com,User 163  ,DE,2023-10-14 05:41:21,18/09/2023 10:42,N
CUST0164,user164@example.com,User 164  ,United Arab Emirates,2023-06-17 11:58:59,28/01/2023 04:12,0
CUST0165,,User 165  ,United Arab Emirates,2023-08-31 00:13:45,,true
CUST0166,user166@example.com,User 166  ,DE,2023-11-26 08:04:31,18/02/2023 09:35,0
CUST0167,user167@example.com,User 167  ,United Arab Emirates,2023-07-16 22:43:27,01/05/2023 02:44,0
CUST0168,user168@example.com,User 168  ,US,2023-05-07 16:14:42,06/06/2023 06:38,0
CUST0169,user169@example.com,User 169  ,United Arab Emirates,2023-08-04 07:29:55,19/02/2023 10:24,N
CUST0170,user170@example.com,User 170  ,US,2023-09-16 05:35:29,28/05/2023 05:53,0
CUST0171,user171@example.com,User 171  ,DE,2023-12-17 14:45:27,09/03/2023 14:03,1
CUST0172,user172@example.com,User 172  ,USA,2023-04-27 21:03:22,07/06/2023 16:53,1
CUST0173,user173@example.com,User 173  ,Germany,2023-01-01 03:47:01,29/04/2023 00:19,true
CUST0174,user174@example.com,User 174  ,UAE,2023-06-16 22:50:52,02/11/2023 03:48,1
CUST0175,user175@example.com,User 175  ,USA,2023-09-12 06:17:55,06/05/2023 03:34,false
CUST0176,user176@example.com,User 176  ,US,2023-06-21 17:13:40,20/09/2023 09:18,N
CUST0177,user177@example.com,User 177  ,USA,2023-07-03 18:24:53,05/11/2023 06:09,0
CUST0178,user178@example.com,User 178  ,UAE,2023-09-13 20:56:02,02/02/2023 22:21,true
CUST0179,user179@example.com,User 179  ,USA,2023-09-15 19:33:58,03/09/2023 19:26,1
CUST0180,USER180@EXAMPLE.COM,User 180  ,United Arab Emirates,2023-02-06 06:25:54,,N
CUST0181,user181@example.com,User 181  ,DE,2023-05-01 13:19:08,29/03/2023 05:48,N
CUST0182,user182@example.com,User 182  ,UAE,2023-01-10 11:39:40,18/01/2023 22:44,N
CUST0183,user183@example.com,User 183  ,US,2023-08-26 09:29:10,27/11/2023 00:07,Y
CUST0184,user184@example.com,User 184  ,US,2023-06-10 22:52:12,11/12/2023 03:23,0
CUST0185,user185@example.com,User 185  ,USA,2023-03-17 12:16:03,06/10/2023 23:28,0
CUST0186,user186@example.com,User 186  ,US,2023-07-11 23:55:45,05/06/2023 05:02,N
CUST0187,user187@example.com,User 187  ,UAE,2023-09-12 18:54:13,25/09/2023 01:06,Y
CUST0188,user188@example.com,User 188  ,Germany,2023-12-01 03:53:14,27/10/2023 01:21,Y
CUST0189,user189@example.com,User 189  ,Germany,2023-06-15 02:38:59,26/03/2023 23:44,N
CUST0190,user190@example.com,User 190  ,Germany,2023-09-28 06:22:04,21/07/2023 03:42,false
CUST0191,user191@example.com,User 191  ,AE,2023-08-05 11:23:54,07/04/2023 18:41,Y
CUST0192,user192@example.com,User 192  ,US,2023-02-21 18:48:37,08/11/2023 05:44,false
CUST0193,user193@example.com,User 193  ,DE,2023-07-26 06:30:28,06/08/2023 01:33,1
CUST0194,user194@example.com,User 194  ,United Arab Emirates,2023-10-21 07:26:25,13/12/2023 04:41,false
CUST0195,user195@example.com,User 195  ,USA,2023-11-13 12:24:40,,0
CUST0196,user196@example.com,User 196  ,USA,2023-06-15 17:30:43,19/11/2023 13:27,1
CUST0197,user197@example.com,User 197  ,US,2023-12-15 10:35:08,03/03/2023 19:27,0
CUST0198,,User 198  ,Germany,2023-07-04 08:17:11,24/06/2023 18:57,true
CUST0199,user199@example.com,User 199  ,Germany,2023-04-07 00:26:28,23/11/2023 04:05,0
CUST0200,USER200@EXAMPLE.COM,User 200  ,United Arab Emirates,2023-10-25 09:54:03,30/10/2023 00:27,1
CUST0201,user201@example.com,User 201  ,US,2023-09-01 09:43:07,03/04/2023 21:55,true
CUST0202,user202@example.com,User 202  ,US,2023-01-31 02:11:49,05/10/2023 02:43,true
CUST0203,user203@example.com,User 203  ,UAE,2023-04-16 12:34:06,11/05/2023 10:19,true
CUST0204,user204@example.com,User 204  ,USA,2023-02-01 07:02:17,23/02/2023 17:44,N
CUST0205,user205@example.com,User 205  ,UAE,2023-05-29 18:08:51,27/09/2023 12:04,N
CUST0206,user206@example.com,User 206  ,DE,2023-03-25 02:11:07,25/01/2023 22:39,false
CUST0207,user207@example.com,User 207  ,US,2023-05-09 12:02:17,30/07/2023 17:30,false
CUST0208,user208@example.com,User 208  ,US,2023-01-25 04:21:30,22/03/2023 07:50,false
CUST0209,user209@example.com,User 209  ,US,2023-12-18 09:42:21,26/10/2023 23:00,1
CUST0210,user210@example.com,User 210  ,DE,2023-01-08 14:03:03,,1
CUST0211,user211@example.com,User 211  ,US,2023-07-05 05:46:24,03/01/2023 06:57,true
CUST0212,user212@example.com,User 212  ,United Arab Emirates,2023-10-20 14:53:49,01/06/2023 10:56,false
CUST0213,user213@example.com,User 213  ,USA,2023-10-18 07:21:03,13/10/2023 07:17,1
CUST0214,user214@example.com,User 214  ,Germany,2023-08-23 06:43:17,15/12/2023 16:12,N
CUST0215,user215@example.com,User 215  ,US,2023-03-27 05:09:28,16/04/2023 23:56,false
CUST0216,user216@example.com,User 216  ,US,2023-01-12 06:31:51,01/06/2023 00:24,true
CUST0217,user217@example.com,User 217  ,DE,2023-09-21 18:03:40,06/11/2023 23:13,false
CUST0218,user218@example.com,User 218  ,DE,2023-03-06 02:19:42,23/11/2023 10:04,false
CUST0219,user219@example.com,User 219  ,UAE,2023-08-30 15:51:18,27/07/2023 10:23,Y
CUST0220,USER220@EXAMPLE.COM,User 220  ,US,2023-08-18 20:50:25,08/08/2023 04:30,0
CUST0221,user221@example.com,User 221  ,AE,2023-02-02 14:26:49,07/09/2023 14:51,false
CUST0222,user222@example.com,User 222  ,UAE,2023-12-03 15:38:24,29/06/2023 07:20,N
CUST0223,user223@example.com,User 223  ,AE,2023-04-12 00:49:57,28/05/2023 05:30,true
CUST0224,user224@example.com,User 224  ,UAE,2023-06-26 14:06:17,07/05/2023 22:25,true
CUST0225,user225@example.com,User 225  ,Germany,2023-12-08 14:50:20,,false
CUST0226,user226@example.com,User 226  ,United Arab Emirates,2023-10-20 01:14:22,20/11/2023 02:05,false
CUST0227,user227@example.com,User 227  ,United Arab Emirates,2023-11-21 05:56:01,01/02/2023 19:25,false
CUST0228,user228@example.com,User 228  ,AE,2023-10-18 21:24:43,29/07/2023 11:44,Y
CUST0229,user229@example.com,User 229  ,United Arab Emirates,2023-03-29 01:54:07,10/09/2023 11:46,Y
CUST0230,user230@example.com,User 230  ,Germany,2023-09-11 02:47:37,16/01/2023 15:13,Y
CUST0231,,User 231  ,UAE,2023-03-19 10:10:34,22/11/2023 22:10,Y
CUST0232,user232@example.com,User 232  ,USA,2023-03-01 04:18:23,03/04/2023 15:24,N
CUST0233,user233@example.com,User 233  ,US,2023-09-17 23:48:31,14/02/2023 10:11,1
CUST0234,user234@example.com,User 234  ,UAE,2023-06-30 14:25:51,29/09/2023 15:29,true
CUST0235,user235@example.com,User 235  ,Germany,2023-05-24 06:21:08,07/03/2023 03:54,1
CUST0236,user236@example.com,User 236  ,USA,2023-10-18 11:10:20,06/10/2023 23:34,Y
CUST0237,user237@example.com,User 237  ,Germany,2023-11-15 04:26:25,05/03/2023 14:24,true
CUST0238,user238@example.com,User 238  ,AE,2023-08-13 17:43:57,10/01/2023 23:20,true
CUST0239,user239@example.com,User 239  ,USA,2023-09-21 01:20:03,19/12/2023 15:25,false
CUST0240,USER240@EXAMPLE.COM,User 240  ,US,2023-10-05 16:25:12,,N
CUST0241,user241@example.com,User 241  ,AE,2023-08-18 22:45:07,26/09/2023 04:59,0
CUST0242,user242@example.com,User 242  ,UAE,2023-02-09 13:47:20,28/09/2023 18:18,true
CUST0243,user243@example.com,User 243  ,Germany,2023-09-23 17:45:23,22/08/2023 04:14,Y
CUST0244,user244@example.com,User 244  ,Germany,2023-08-08 18:52:25,31/10/2023 22:41,Y
CUST0245,user245@example.com,User 245  ,United Arab Emirates,2023-07-26 21:32:44,16/06/2023 08:46,0
CUST0246,user246@example.com,User 246  ,United Arab Emirates,2023-01-27 18:43:24,16/07/2023 11:53,0
CUST0247,user247@example.com,User 247  ,United Arab Emirates,2023-01-05 21:55:35,26/11/2023 22:37,false
CUST0248,user248@example.com,User 248  ,Germany,2023-07-10 09:00:39,10/02/2023 23:41,false
CUST0249,user249@example.com,User 249  ,United Arab Emirates,2023-09-04 20:04:57,13/12/2023 06:04,false
CUST0250,user250@example.com,User 250  ,DE,2023-03-01 09:58:51,19/06/2023 03:02,N
CUST0251,user251@example.com,User 251  ,DE,2023-07-22 15:01:55,10/09/2023 14:42,true
CUST0252,user252@example.com,User 252  ,USA,2023-11-10 20:57:45,24/12/2023 03:27,1
CUST0253,user253@example.com,User 253  ,Germany,2023-07-07 18:31:24,30/06/2023 12:56,false
CUST0254,user254@example.com,User 254  ,Germany,2023-10-11 21:39:29,19/08/2023 02:15,true
CUST0255,user255@example.com,User 255  ,United Arab Emirates,2023-11-27 18:32:31,,N
CUST0256,user256@example.com,User 256  ,Germany,2023-12-29 23:18:26,03/02/2023 15:45,true
CUST0257,user257@example.com,User 257  ,US,2023-04-05 16:58:19,19/10/2023 10:56,false
CUST0258,user258@example.com,User 258  ,USA,2023-08-26 00:42:13,17/09/2023 11:58,false
CUST0259,user259@example.com,User 259  ,United Arab Emirates,2023-01-12 03:30:12,11/07/2023 23:16,true
CUST0260,USER260@EXAMPLE.COM,User 260  ,UAE,2023-07-09 08:17:41,24/03/2023 09:06,true
CUST0261,user261@example.com,User 261  ,Germany,2023-04-11 08:01:08,13/05/2023 04:11,true
CUST0262,user262@example.com,User 262  ,USA,2023-09-30 07:30:22,08/12/2023 19:11,true
CUST0263,user263@example.com,User 263  ,USA,2023-01-04 22:36:54,20/07/2023 15:18,N
CUST0264,,User 264  ,AE,2023-04-04 17:36:05,07/10/2023 15:34,false
CUST0265,user265@example.com,User 265  ,US,2023-08-04 14:37:02,22/10/2023 10:36,N
CUST0266,user266@example.com,User 266  ,DE,2023-07-04 21:30:33,08/09/2023 20:15,0
CUST0267,user267@example.com,User 267  ,US,2023-06-24 01:17:22,04/11/2023 22:40,Y
CUST0268,user268@example.com,User 268  ,AE,2023-04-25 06:28:27,28/03/2023 01:25,false
CUST0269,user269@example.com,User 269  ,DE,2023-04-05 11:46:06,29/04/2023 22:02,0
CUST0270,user270@example.com,User 270  ,USA,2023-05-24 07:31:11,,false
CUST0271,user271@example.com,User 271  ,USA,2023-07-26 04:33:03,14/05/2023 12:03,false
CUST0272,user272@example.com,User 272  ,DE,2023-08-02 17:59:32,09/05/2023 11:11,true
CUST0273,user273@example.com,User 273  ,DE,2023-06-26 05:12:44,16/04/2023 05:07,true
CUST0274,user274@example.com,User 274  ,United Arab Emirates,2023-03-31 12:46:13,16/02/2023 20:35,0
CUST0275,user275@example.com,User 275  ,UAE,2023-05-03 13:07:12,16/02/2023 10:19,0
CUST0276,user276@example.com,User 276  ,USA,2023-10-24 00:07:19,26/09/2023 00:47,N
CUST0277,user277@example.com,User 277  ,UAE,2023-03-26 00:51:03,14/10/2023 20:17,false
CUST0278,user278@example.com,User 278  ,United Arab Emirates,2023-10-09 09:37:18,17/08/2023 23:20,1
CUST0279,user279@example.com,User 279  ,USA,2023-04-20 21:44:20,09/02/2023 00:58,N
CUST0280,USER280@EXAMPLE.COM,User 280  ,United Arab Emirates,2023-03-30 08:17:48,21/05/2023 03:39,N
CUST0281,user281@example.com,User 281  ,United Arab Emirates,2023-01-06 11:52:20,02/10/2023 23:12,1
CUST0282,user282@example.com,User 282  ,UAE,2023-04-17 12:46:00,18/01/2023 16:14,Y
CUST0283,user283@example.com,User 283  ,USA,2023-04-24 10:54:39,28/09/2023 20:24,N
CUST0284,user284@example.com,User 284  ,DE,2023-12-04 06:38:42,20/10/2023 08:31,false
CUST0285,user285@example.com,User 285  ,AE,2023-12-05 22:20:15,,Y
CUST0286,user286@example.com,User 286  ,USA,2023-04-21 10:14:04,02/07/2023 07:05,false
